TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
customscope.CustomScopeELResolver,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,94,0.3,3,10,26,112410,1575394196797,0.34146341463414637,11000111100000000111100010110001000000000,0.6666666666666666,111111001111101110110000,1.0,11,1,1,1,1,0.4482758620689655,11111101001111001100000000000,0.47368421052631576,01010101010101011001010101010101000101,0.8,1111111100,0.7,1011111100,0.6666666666666666,111011011110111101110000
